CategoryNo;Category;Number;Title;Page;Image;Offset
7;Gedämpfte Speisen (Ragouts);184;Gänsepfeffer;81;117;36
7;Gedämpfte Speisen (Ragouts);185;Hasenpfeffer;81;117;36
7;Gedämpfte Speisen (Ragouts);186;Hasenpfeffer mit Schweinefleisch;82;118;36
7;Gedämpfte Speisen (Ragouts);187;Kalbsgekrös zu kochen;82;118;36
7;Gedämpfte Speisen (Ragouts);188;Kalbsfüße;83;119;36
7;Gedämpfte Speisen (Ragouts);189;Gespickte Kalbsleber;83;119;36
7;Gedämpfte Speisen (Ragouts);190;Gespickte Kalbsleber auf andere Art;84;120;36
7;Gedämpfte Speisen (Ragouts);191;Gespickte Kalbsleber mit Sauce;84;120;36
7;Gedämpfte Speisen (Ragouts);192;Kalbsmilche zu dämpfen;85;121;36
7;Gedämpfte Speisen (Ragouts);193;Kalbszungen Ragout;85;121;36
7;Gedämpfte Speisen (Ragouts);194;Lungen-Mus;86;122;36
7;Gedämpfte Speisen (Ragouts);195;Gedämpftes Ochsenfleisch;86;122;36
7;Gedämpfte Speisen (Ragouts);196;Ochsenleben zu dämpfen;87;123;36
7;Gedämpfte Speisen (Ragouts);197;Ochsenzunge zuzurichten;88;124;36
7;Gedämpfte Speisen (Ragouts);198;Frische Ochsenzunge in einer Sardellen-Sauce;88;124;36
7;Gedämpfte Speisen (Ragouts);199;Ragout von kaltem Braten;89;125;36
7;Gedämpfte Speisen (Ragouts);200;Ragout von Kalbskop;89;125;36
7;Gedämpfte Speisen (Ragouts);201;Ragout von übrig gebliebenem Ochsenfleisch;90;126;36
7;Gedämpfte Speisen (Ragouts);202;Ragout von Ochsenherz;91;127;36
7;Gedämpfte Speisen (Ragouts);203;Ragout von Ochsenhirn;91;127;36
7;Gedämpfte Speisen (Ragouts);204;Rothwild;92;128;36
7;Gedämpfte Speisen (Ragouts);205;Schwarz-Wildpret;92;128;36
7;Gedämpfte Speisen (Ragouts);206;Schweinefleisch mit Wildpret-Sauce;93;129;36
7;Gedämpfte Speisen (Ragouts);207;Schweinepfeffer;93;129;36
7;Gedämpfte Speisen (Ragouts);208;Sülzen;94;130;36
7;Gedämpfte Speisen (Ragouts);209;Tauben mit Klöschen;94;130;36
8;Compote und Früchte-Gelée;210;Compote und Früchte-Gelée überhaupt;95;131;36
8;Compote und Früchte-Gelée;211;Aepfel-Compot;95;131;36
8;Compote und Früchte-Gelée;212;Gedämpfte Aepfel auf gewöhnliche Art;96;132;36
8;Compote und Früchte-Gelée;213;Gedämpfte Aepfel auf andere Art;96;132;36
8;Compote und Früchte-Gelée;214;Aepfel-Marmelade;97;133;36
8;Compote und Früchte-Gelée;215;Apricosen-Compot;97;133;36
8;Compote und Früchte-Gelée;216;Birnen-Compot;98;134;36
8;Compote und Früchte-Gelée;217;Compot von Borsdorfer Aepfeln;99;135;36
8;Compote und Früchte-Gelée;218;Süße Gelée in einer Form;99;135;36
8;Compote und Früchte-Gelée;219;Gelée mit Gewür;99;135;36
8;Compote und Früchte-Gelée;220;Süße Gelée von Kirschen;100;136;36
8;Compote und Früchte-Gelée;221;Weiße Gelée;101;137;36
8;Compote und Früchte-Gelée;222;Gekochte Heidelbeeren;101;137;36
8;Compote und Früchte-Gelée;223;Himbeeren-Compot;102;138;36
8;Compote und Früchte-Gelée;224;Himbeersyrup, Himbeersaft, Himbeergelée;102;138;36
8;Compote und Früchte-Gelée;225;Himbeeressig;103;139;36
8;Compote und Früchte-Gelée;226;Himbeergelée;104;140;36
8;Compote und Früchte-Gelée;227;Ein gutes Kirschen-Compot;104;140;36
8;Compote und Früchte-Gelée;228;Pfirsich-Compot;105;141;36
8;Compote und Früchte-Gelée;229;Prunellen zu kochen und zuzubereiten;105;141;36
8;Compote und Früchte-Gelée;230;Quitten-Compot;105;141;36
8;Compote und Früchte-Gelée;231;Steinobst-Compot;106;142;36
8;Compote und Früchte-Gelée;232;Gekochte dürre Zwetschen;106;142;36
8;Compote und Früchte-Gelée;233;Gekochte frische Zwetschen;106;142;36
9;Pasteten;234;Feiner Blätterteig zu Torten und Pasteten;107;143;36
9;Pasteten;235;Allgemeiner Butterteig;109;145;36
9;Pasteten;236;Kleine Fleisch-Pastetchen;109;145;36
9;Pasteten;237;Fülle zu Pasteten;110;146;36
9;Pasteten;238;Gewöhnliche Pasteten;111;147;36
9;Pasteten;239;Pasteten von jungen Hühnern,Tauben und Kalbfleisch;112;148;36
9;Pasteten;240;Kleine Pasteten mit Ragout;113;149;36
9;Pasteten;241;Pastete von Kalbszungen;114;150;36
9;Pasteten;242;Pasteten-Teig von Hefen;114;150;36
10;Braten;243;Gefüllter Schweins-Magen;115;151;36
10;Braten;244;Gefüllte zahme Enten;116;152;36
10;Braten;245;Gebratene Feldhühner;116;152;36
10;Braten;246;Gebratene und gefüllte Gans;117;153;36
10;Braten;247;Eine gute andere Kartoffelfülle zur gebratenen Gans;118;154;36
10;Braten;248;Gebeitzter Haas;119;155;36
10;Braten;249;Ungebeitzter Haas;119;155;36
10;Braten;250;Hammelsbraten;120;156;36
10;Braten;251;Gefüllter Hammelsbraten;121;157;36
10;Braten;252;Eine Hammels-Keule wie Wildpret zu braten;121;157;36
10;Braten;253;Hirsch-Ziemer;122;158;36
10;Braten;254;Junge Hühner zu braten;123;159;36
10;Braten;255;Kalbfleisch wie Beufsteak zu braten;124;160;36
10;Braten;256;Kalbsbraten;124;160;36
10;Braten;257;Eine andere Art guten Kalbsbraten;125;161;36
10;Braten;258;Saurer Kalsbraten mit Guß;125;161;36
10;Braten;259;Gefüllte Kalbsbrust;126;162;36
10;Braten;260;Kalte Kalbskeule in Gelée;127;163;36
10;Braten;261;Kalbsrolade;127;163;36
10;Braten;262;Kapann zu braten;128;164;36
10;Braten;263;Lenden-Braten;129;165;36
10;Braten;264;Lerchen zu braten;129;165;36
10;Braten;265;Gefüllte Ochsenflehme;130;166;36
10;Braten;266;Gefüllter Ochsenmagen;130;166;36
10;Braten;267;Rehbraten;131;167;36
10;Braten;268;Rindsbraten;131;167;36
10;Braten;269;Schnepfen zu braten;132;168;36
10;Braten;270;Schweinebraten;133;169;36
10;Braten;271;Schweinebraten auf andere Art;134;170;36
10;Braten;272;Wilder Schweinskopf;135;171;36
10;Braten;273;Gefüllter wilder Schweinskopf;136;172;36
10;Braten;274;Spansau;138;174;36
10;Braten;275;Spanferkel in Gelée;139;175;36
10;Braten;276;Tauben zu braten;140;176;36
10;Braten;277;Füllsel auf andere Art;140;176;36
10;Braten;278;Welscher Hahn;140;176;36
11;Sauce (Soosen);279;Eine gute Sauce an Kalb- oder Hammelfleisch;142;178;36
11;Sauce (Soosen);280;Gewöhnliche Butter-Sauce;142;178;36
11;Sauce (Soosen);281;Capern-Sauce;142;178;36
11;Sauce (Soosen);282;Chokolade-Sauce;143;179;36
11;Sauce (Soosen);283;Erdbeeren-Sauce;143;179;36
11;Sauce (Soosen);284;Französische Sauce;143;179;36
11;Sauce (Soosen);285;Gelbe holländische Sauce über Fische;143;179;36
11;Sauce (Soosen);286;Grüne Sauce;144;180;36
11;Sauce (Soosen);287;Grüne Sauce(warm);144;180;36
11;Sauce (Soosen);288;Hageputten-Sauce;144;180;36
11;Sauce (Soosen);289;Häring-Sauce;145;181;36
11;Sauce (Soosen);290;Eine Hecht-Sauce;145;181;36
11;Sauce (Soosen);291;Himbeer-Sauce;146;182;36
11;Sauce (Soosen);292;Johannistrauben-Sauce;146;182;36
11;Sauce (Soosen);293;Kalte Sauce;147;183;36
11;Sauce (Soosen);294;Kirsch-Sauce;147;183;36
11;Sauce (Soosen);295;Meerrettig-Sauce;147;183;36
11;Sauce (Soosen);296;Meerrettig auf andere Art;148;184;36
11;Sauce (Soosen);297;Milch-Sauce;148;184;36
11;Sauce (Soosen);298;Paradiesäpfel-Sauce;148;184;36
11;Sauce (Soosen);299;Pudding-Sauce;148;184;36
11;Sauce (Soosen);300;Punsch-Sauce;149;185;36
11;Sauce (Soosen);301;Rahm-Sauce;149;185;36
11;Sauce (Soosen);302;Rahm-Sauce zu süßen Speisen;150;186;36
11;Sauce (Soosen);303;Eine gute Sauce zu Rindfleisch;150;186;36
11;Sauce (Soosen);304;Sauce zu Rindfleisch;150;186;36
11;Sauce (Soosen);305;Sauce à la Robert;150;186;36
11;Sauce (Soosen);306;Rosinen-Sauce;151;187;36
11;Sauce (Soosen);307;Rothe Wein-Sauce;151;187;36
11;Sauce (Soosen);308;Noch eine andere rothe Wein-Sauce;152;188;36
11;Sauce (Soosen);309;Sardellen-Sauce;152;188;36
11;Sauce (Soosen);310;Sardellen-Sauce auf andere Art;152;188;36
11;Sauce (Soosen);311;Sauerampfer-Sauce;152;188;36
11;Sauce (Soosen);312;Kalte Senf-Sauce;153;189;36
11;Sauce (Soosen);313;Warme Senf-Sauce;153;189;36
11;Sauce (Soosen);314;Vanille-Sauce;153;189;36
11;Sauce (Soosen);315;Weiße Wein-Sauce;154;190;36
11;Sauce (Soosen);316;Wildpret-Sauce;154;190;36
11;Sauce (Soosen);317;Sauce zu Schwarz-Wildpret;154;190;36
11;Sauce (Soosen);318;Zwiebel-Sauce;155;191;36
12;Fische;319;Aal zu backen;155;191;36
12;Fische;320;Aal blau zu sieden;156;192;36
12;Fische;321;Aal zu kochen;157;193;36
12;Fische;322;Gebratener Aal;157;193;36
12;Fische;323;Aal mit Wein-Sauce;158;194;36
12;Fische;324;Bersen zu backen;158;194;36
12;Fische;325;Bückinge mit Eier;158;194;36
12;Fische;326;Forellen in einer Sauce;159;195;36
12;Fische;327;Forellen blau zu sieden;159;195;36
12;Fische;328;Marinirte Häringe;160;196;36
12;Fische;329;Gedämpfter Hecht;160;196;36
12;Fische;330;Hecht in einer Sauce;161;197;36
12;Fische;331;Hecht in einer Petersilien-Sauce;161;197;36
12;Fische;332;Hecht in einer Sardellen-Sauce;162;198;36
12;Fische;333;Karpfen blau zu sieden;162;198;36
12;Fische;334;Gebackener Karpfen;162;198;36
12;Fische;335;Gekochte Karpfen kalt zu geben;163;199;36
12;Fische;336;Karpfen in einer braunen Sauce;163;199;36
12;Fische;337;Karpfen in brauner Sauce;164;200;36
12;Fische;338;Karpfen mit Sardellen gespickt;164;200;36
12;Fische;339;Einen gespickten Karpfen zu machen, aber auch andere größere Fische;165;201;36
12;Fische;340;Krebse zu sieden;165;201;36
12;Fische;341;Krebsbutter;166;202;36
12;Fische;342;Frischer Lachs;166;202;36
12;Fische;343;Lapperdan in einer Sauce;167;203;36
12;Fische;344;Lapperdan-Sauce anderer Art;168;204;36
12;Fische;345;Lapperdan zu wässern und kochen;168;204;36
12;Fische;346;Gebackener Stockfisch;168;204;36
12;Fische;347;Stockfisch auf andere Art;169;205;36
12;Fische;348;Stockfisch auf noch andere Art;169;205;36
12;Fische;349;Stockfisch mit Rahmsauce;169;205;36
13;Milch-, Mehl- und Eierspeisen;350;Aepfel-Klöße;170;206;36
13;Milch-, Mehl- und Eierspeisen;351;Ein sogenanter Aepfel-Michel;170;206;36
13;Milch-, Mehl- und Eierspeisen;352;Ein guter Aepfelpfannkuchen;171;207;36
13;Milch-, Mehl- und Eierspeisen;353;Ein guter Aepfelpfannkuchen auf andere Art;171;207;36
13;Milch-, Mehl- und Eierspeisen;354;Aepfelscheiben zu backen;172;208;36
13;Milch-, Mehl- und Eierspeisen;355;Baierische Klöße;172;208;36
13;Milch-, Mehl- und Eierspeisen;356;Citronenbrei mit Milch;173;209;36
13;Milch-, Mehl- und Eierspeisen;357;Gebackene Eier;173;209;36
13;Milch-, Mehl- und Eierspeisen;358;Gefüllte Eier;174;210;36
13;Milch-, Mehl- und Eierspeisen;359;Eier-Käs;174;210;36
13;Milch-, Mehl- und Eierspeisen;360;Eier-Kraut;175;211;36
13;Milch-, Mehl- und Eierspeisen;361;Erbsen-Brei;175;211;36
13;Milch-, Mehl- und Eierspeisen;362;Eine Fasten-Speise;176;212;36
13;Milch-, Mehl- und Eierspeisen;363;Süße Flädlein;176;212;36
13;Milch-, Mehl- und Eierspeisen;364;Gebrannter Brei;177;213;36
13;Milch-, Mehl- und Eierspeisen;365;Gries-Brei;177;213;36
13;Milch-, Mehl- und Eierspeisen;366;Gries-Klöße;177;213;36
13;Milch-, Mehl- und Eierspeisen;367;Hefen-Klöße;178;214;36
13;Milch-, Mehl- und Eierspeisen;368;Hirse-Brei;179;215;36
13;Milch-, Mehl- und Eierspeisen;369;Hollunder-Gebackenes;179;215;36
13;Milch-, Mehl- und Eierspeisen;370;Karthäuser-Klöße;179;215;36
13;Milch-, Mehl- und Eierspeisen;371;Karthäuser-Klöße auf andere Art;180;216;36
13;Milch-, Mehl- und Eierspeisen;372;Karthäuser-Klöße auf noch andere Art;180;216;36
13;Milch-, Mehl- und Eierspeisen;373;Kartoffel-Brei;181;217;36
13;Milch-, Mehl- und Eierspeisen;374;Kartoffel-Klöße;182;218;36
13;Milch-, Mehl- und Eierspeisen;375;Kirschen-Pfannkuchen;182;218;36
13;Milch-, Mehl- und Eierspeisen;376;Gute Klöße;183;219;36
13;Milch-, Mehl- und Eierspeisen;377;Gute Klöße anderer Art;183;219;36
13;Milch-, Mehl- und Eierspeisen;378;Aufgerollte Küchlein mit Rosinen;183;219;36
13;Milch-, Mehl- und Eierspeisen;379;Leber-Klöße;184;220;36
13;Milch-, Mehl- und Eierspeisen;380;Mandel-Brei;185;221;36
13;Milch-, Mehl- und Eierspeisen;381;Mandel-Schnitten mit einer Hageputten-Sauce;185;221;36
13;Milch-, Mehl- und Eierspeisen;382;Mehl-Brei;186;222;36
13;Milch-, Mehl- und Eierspeisen;383;Mehl-Brei für kleine Kinder;186;222;36
13;Milch-, Mehl- und Eierspeisen;384;Süße Milch-Nudeln;187;223;36
13;Milch-, Mehl- und Eierspeisen;385;Nieren-Klöße;187;223;36
13;Milch-, Mehl- und Eierspeisen;386;Nudeln;187;223;36
13;Milch-, Mehl- und Eierspeisen;387;Gebackene Nudeln;188;224;36
13;Milch-, Mehl- und Eierspeisen;388;Süße Omeletten;189;225;36
13;Milch-, Mehl- und Eierspeisen;389;Pfannkuchen;189;225;36
13;Milch-, Mehl- und Eierspeisen;390;Reis mit Aepfel;190;226;36
13;Milch-, Mehl- und Eierspeisen;391;Reis mit Arrac;190;226;36
13;Milch-, Mehl- und Eierspeisen;392;Reis-Brei;191;227;36
13;Milch-, Mehl- und Eierspeisen;393;Reis-Küchlein;192;228;36
13;Milch-, Mehl- und Eierspeisen;394;Ein guter Sago-Kuchen;192;228;36
13;Milch-, Mehl- und Eierspeisen;395;Gefüllter Scheiterhaufen;193;229;36
13;Milch-, Mehl- und Eierspeisen;396;Schnee-Pfannkuchen;193;229;36
13;Milch-, Mehl- und Eierspeisen;397;Einfache süße Schnitten mit Sauce;194;230;36
13;Milch-, Mehl- und Eierspeisen;398;Eine kalte süße Schüssel;195;231;36
13;Milch-, Mehl- und Eierspeisen;399;Schweizer Brei;195;231;36
13;Milch-, Mehl- und Eierspeisen;400;Blinde Stockfische;196;232;36
13;Milch-, Mehl- und Eierspeisen;401;Gekochte Wasser-Spatzen;196;232;36
13;Milch-, Mehl- und Eierspeisen;402;Gefüllte Wecke;196;232;36
13;Milch-, Mehl- und Eierspeisen;403;Weckschnitten mit Weinsauce;198;234;36
13;Milch-, Mehl- und Eierspeisen;404;Gebackene Zwetschen;198;234;36
13;Milch-, Mehl- und Eierspeisen;405;Zwetschen-Pfannkuchen;199;235;36
14;Salat;406;Bohnen-Salat;199;235;36
14;Salat;407;Gurken-Salat;200;236;36
14;Salat;408;Härings-Salat;200;236;36
14;Salat;409;Härings-Salat mit Kartoffeln;201;237;36
14;Salat;410;Kartoffel-Salat;201;237;36
14;Salat;411;Kraut-Salat;201;237;36
14;Salat;412;Kraut-Salat auf andere Art;202;238;36
14;Salat;413;Lattich-Salat;202;238;36
14;Salat;414;Ochsenmaul-Salat;202;238;36
14;Salat;415;Polnischer Salat;202;238;36
14;Salat;416;Polnischer Salat auf andere Art;203;239;36
14;Salat;417;Ein guter Salat;204;240;36
14;Salat;418;Sellerie-Salat;204;240;36
15;Hefen- und Schmalz-Backerei;419;Ein feiner Butterteig zu einem Obstkuchen;205;241;36
15;Hefen- und Schmalz-Backerei;420;Aepfel-Kuchen;205;241;36
15;Hefen- und Schmalz-Backerei;421;Aepfel-Kuchen auf andere Art;206;242;36
15;Hefen- und Schmalz-Backerei;422;Aepfel-Kuchen auf noch andere Art;206;242;36
15;Hefen- und Schmalz-Backerei;423;Aepfel-Kuchen;206;242;36
15;Hefen- und Schmalz-Backerei;424;Aprikosen-Kuche;206;242;36
15;Hefen- und Schmalz-Backerei;425;Pfirsisch-Kuchen;206;242;36
